Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Saving Private Ryan,1998,Steven Spielberg,"['History', 'Drama', 'War']",4.5,4.23,169,['USA'],English,"['English', 'Czech', 'German', 'French']",1123616,157518,310978,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Paschal Friel', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Taylor Murphy', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca']","['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']",https://letterboxd.com//film/saving-private-ryan/
American History X,1998,Tony Kaye,['Drama'],4,4.12,119,['USA'],English,['English'],617605,70388,165858,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien', 'Ethan Suplee', 'Fairuza Balk', 'Avery Brooks', 'Elliott Gould', 'Stacy Keach', 'William Russ', 'Guy Torry', 'Joe Cortese', 'Jason Bose Smith', 'Antonio David Lyons', 'Alex Sol', 'Keram Malicki-Sánchez', 'Giuseppe Andrews', 'Michelle Christine White', 'Jonathan Fowler Jr.', 'Christopher Masterson', 'Nicholas R. Oleson', 'Jordan Marder', 'Paul Le Mat', 'Thomas L. Bellissimo', 'Cherish Lee', 'Sam Vlahos', 'Tara Blanchard', 'Anne Lambton', 'Steve Wolford', 'Richard Noyce', 'Danso Gordon', 'Jim Norton', 'David Basulto', 'Alexis Rose Coen', 'Kiante Elam', 'Paul Hopkins', 'Keith Odett', 'Paul E. Short', 'Nigel Miguel', 'Darrell Britt', ""Robert 'Duckie' Carpenter"", ""Sydney 'Big Dawg' Colston"", 'John Embry', 'Maximillian Kesmodel', 'Allie Moss', 'Barbie Marie', 'Selwyn Ward', 'Sam Sarpong', 'Denney Pierce', 'Glendon Rich']","['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",https://letterboxd.com//film/american-history-x/
The Truman Show,1998,Peter Weir,"['Comedy', 'Drama']",4,4.2,103,['USA'],English,['English'],2508429,222841,991072,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura', 'Sergio Kato', 'Jake Eberle', 'Marc Macaulay', 'Melissa Fitzgerald', 'Erik Rodenhiser']","['Paramount', 'Scott Rudin Productions']",https://letterboxd.com//film/the-truman-show/
The Big Lebowski,1998,Joel Coen,"['Crime', 'Comedy']",4,4.14,117,"['UK', 'USA']",English,"['English', 'Hebrew (modern)', 'Spanish', 'German']",1065478,170008,362528,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro', 'James G. Hoosier', 'Carlos Leon', 'Terrence Burton', 'Richard Gant', 'Christian Clemenson', 'Dom Irrera', ""Gérard L'Heureux"", 'David Thewlis', 'Lu Elrod', 'Mike Gomez', 'Peter Siragusa', 'Sam Elliott', 'Marshall Manesh', 'Harry Bugin', 'Jesse Flanagan', 'Irene Olga López', 'Luis Colina', 'Ben Gazzara', 'Leon Russom', 'Ajgie Kirkland', 'Jon Polito', 'Aimee Mann', 'Jerry Haleva', 'Jennifer Lamb', 'Warren Keith', 'Wendy Braun', 'Asia Carrera', 'Kiva Dawson']","['PolyGram Filmed Entertainment', 'Working Title']",https://letterboxd.com//film/the-big-lebowski/
Life Is Beautiful,1997,Roberto Benigni,"['Comedy', 'Drama']",5,4.32,116,['Italy'],Italian,"['Italian', 'Czech', 'English', 'German']",497256,75609,148268,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Sergio Bini Bustric', 'Lidia Alfonsi', 'Giuliana Lojodice', 'Amerigo Fontani', 'Pietro De Silva', 'Francesco Guzzo', 'Raffaella Lebboroni', 'Marisa Paredes', 'Horst Buchholz', 'Adelaide Alaïs', 'Verena Buratti', 'Hannes Hellmann', 'Wolfgang Hillinger', 'Antonio Prester', 'Gina Rovere', 'Laura Susanne Ruedeberg', 'Richard Sammel', 'Andrea Tidona', 'Dirk K. van den Berg', 'Omero Antonutti', 'Daniela Fedtke', 'Claudio Alfonsi', 'Gil Baroni']","['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']",https://letterboxd.com//film/life-is-beautiful/
Good Will Hunting,1997,Gus Van Sant,['Drama'],4.5,4.27,127,['USA'],English,['English'],1432578,181058,499247,"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen', ""Stephen L'Heureux""]","['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",https://letterboxd.com//film/good-will-hunting/
Innocence,1997,Zeki Demirkubuz,['Drama'],4,3.94,110,['Turkey'],Turkish,['Turkish'],24757,3388,4672,"['Haluk Bilginer', 'Derya Alabora', 'Güven Kıraç', 'Nihal Koldaş', 'Ümit Çırak', 'Yalçın Çakmak', 'İskender Altın', 'Melis Tuna', 'Doğan Turan', 'Ajlan Aktuğ', 'Feridun Koç', 'Apo Demirkubuz', 'Erdoğan Seren', 'Süha Tuna', 'Namik Eken']",['Mavi Film'],https://letterboxd.com//film/innocence-1997/
The Devil's Advocate,1997,Taylor Hackford,"['Horror', 'Drama', 'Mystery', 'Thriller']",4,3.49,144,"['Germany', 'USA']",English,"['English', 'Cantonese', 'French', 'Italian', 'Spanish']",279650,30860,55470,"['Keanu Reeves', 'Al Pacino', 'Charlize Theron', 'Jeffrey Jones', 'Judith Ivey', 'Connie Nielsen', 'Craig T. Nelson', 'Tamara Tunie', 'Ruben Santiago-Hudson', 'Debra Monk', 'Vyto Ruginis', 'Laura Harrington', 'Pamela Gray', 'George Wyner', 'Chris Bauer', 'Connie Embesi', 'Jonathan Cavallary', 'Heather Matarazzo', 'Murphy Guyer', 'Leo Burmester', 'Bill Moor', 'Neal Jones', 'Eddie Aldridge', 'Mark Deakins', 'Rony Clanton', 'George O. Gore II', 'Alan Manson', 'Brian Poteat', 'Daniel Oreskes', 'Kim Chan', 'Caprice Benedetti', 'Don King', 'Ray Garvey', 'Rocco Musacchia', 'Susan Kellermann', 'James Saito', 'Harsh Nayyar', 'Mohammad Ghaffari', 'Nicki Cochrane', 'Fenja Klaus', 'Gino Lucci', 'Novella Nelson', 'Vincent Laresca', 'Benny Nieves', 'Franci Leary', 'Monica Keena', 'Gloria Lynne Henry', 'Paul Benedict', 'Delroy Lindo']","['Monarchy Enterprises B.V.', 'Regency Enterprises', 'Kopelson Entertainment', 'New Regency Pictures', 'Taurus Film', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-devils-advocate/
Fargo,1996,Joel Coen,"['Crime', 'Drama', 'Thriller', 'Comedy']",4,4.23,98,"['UK', 'USA']",English,['English'],951990,172695,323444,"['William H. Macy', 'Frances McDormand', 'Peter Stormare', 'Steve Buscemi', 'John Carroll Lynch', 'Kristin Rudrüd', 'Harve Presnell', 'Bruce Bohne', 'Steve Reevis', 'Steve Park', 'Gary Houston', 'Sally Wingert', 'Larissa Kokernot', 'Melissa Peterman', 'Tony Denman', 'Larry Brandenburg', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Steve Edelman', 'Sharon Anderson', 'Kurt Schweickhardt', 'James Gaulke', 'J. Todd Anderson', 'Michelle Suzanne LeDoux', 'Petra Boden', 'Wayne A. Evenson', 'Cliff Rakerd', 'Jessica Shepherd', 'Peter Schmitz', 'Steven I. Schafer', 'David S. Lomax', 'José Feliciano', 'Bix Skahill', 'Rose Stockton', 'Robert Ozasky', 'John Bandemer', 'Don Wescott', 'Bruce Campbell']","['PolyGram Filmed Entertainment', 'Working Title']",https://letterboxd.com//film/fargo/
Trainspotting,1996,Danny Boyle,"['Drama', 'Crime']",4.5,4.19,94,"['UK', 'USA']",English,['English'],885142,132352,299941,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler', 'Pauline Lynch', 'Shirley Henderson', 'Stuart McQuarrie', 'Irvine Welsh', 'Dale Winton', 'Keith Allen', 'Kevin Allen', 'Annie Louise Ross', 'Billy Riddoch', 'Fiona Bell', 'Hugh Ross', 'Victor Eadie', 'Kate Donnelly', 'Finlay Welsh', 'Eddie Nestor']","['Figment Films', 'Film4 Productions', 'PolyGram Filmed Entertainment', 'Miramax', 'The Noel Gay Motion Picture Company']",https://letterboxd.com//film/trainspotting/
Twelve Monkeys,1995,Terry Gilliam,"['Thriller', 'Mystery', 'Science Fiction']",4,3.86,129,['USA'],English,"['English', 'French']",420500,63252,101294,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse', 'Jon Seda', 'Christopher Meloni', 'Joey Perillo', 'LisaGay Hamilton', 'Matt Ross', 'Annie Golden', 'Michael Chance', 'H. Michael Walls', 'Bob Adrian', 'Bill Raymond', 'Ernest Abuba', 'Nell Johnson', 'Rozwill Young', 'Joseph Melito', 'Frank Gorshin', 'Aaron Michael Lacey', 'Vernon Campbell', 'Simon Jones', 'Carol Florence', 'Irma St. Paule', 'Frederick Strother', 'Charles Techman', 'Rick Warner', ""Anthony 'Chip' Brienza"", 'Bruce Kirkpatrick', 'Wilfred Williams', 'Joilet Harris', 'Drucie McDaniel', 'John Blaisse', 'Louis Lippa', 'Stan Kang', 'Pat Dias', 'Felix Pire', 'Karl Warren', 'Joseph McKenna', 'Stephen Bridgewater', 'Ray Huffman', 'Charley Scalies', 'Paul Meshejian', 'Kevin Thigpen', 'Jann Ellis', 'Michael Ryan Segal', 'Korchenko', ""Robert O'Neill"", ""Harry O'Toole"", 'Chuck Jeffreys', 'Barry Price', 'John Panzarella', 'Janet Zappala', 'Lisa Talerico', 'Tiffany Baldwin', 'C.J. Byrnes', 'Tom Detrik', 'Joe Gerety', 'Bonnie Loev', 'Raymond Mamrak', 'Allelon Ruggiero', 'Thang', 'Sal Mazzotta', 'Bart The Bear', 'Donald Faison', 'Richard Stanley']","['Universal Pictures', 'Atlas Entertainment', 'Classico', 'Twelve Monkeys Productions']",https://letterboxd.com//film/twelve-monkeys/
Jumanji,1995,Joe Johnston,"['Fantasy', 'Family', 'Adventure']",3.5,3.58,104,['USA'],English,"['English', 'French']",817053,46733,147623,"['Robin Williams', 'Kirsten Dunst', 'Bradley Pierce', 'Bonnie Hunt', 'Jonathan Hyde', 'Bebe Neuwirth', 'David Alan Grier', 'Adam Hann-Byrd', 'Patricia Clarkson', 'Laura Bell Bundy', 'James Handy', 'Gillian Barber', 'Brandon Obray', 'Cyrus Thiedeke', 'Gary Joseph Thorup', 'Leonard Zola', 'Lloyd Berry', 'Malcolm Stewart', 'Annabel Kershaw', 'Darryl Henriques', 'Robyn Driscoll', 'Peter Bryant', 'Sarah Gilson', 'Florica Vlad', 'June Lion', 'Brenda Lockmuller', 'Frederick Richardson', 'Jaysen Clough', 'Daniel Olsen', 'Falko Schilling', 'David Szehi', 'Tom Woodruff Jr.']","['TriStar Pictures', 'Interscope Communications', 'Teitler Film', 'PolyGram Filmed Entertainment']",https://letterboxd.com//film/jumanji/
Casino,1995,Martin Scorsese,"['Crime', 'Drama', 'History']",4.5,4.18,179,"['France', 'USA']",English,['English'],485009,108653,148068,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Oscar Goodman', 'Catherine Scorsese', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon', 'Steve Allen', 'Jayne Meadows', 'Jerry Vale', 'Joseph Rigano', 'Gene Ruffini', 'Dominick Grieco', 'Peter Conti', 'Cathy Scorsese', 'Steve Vignari', 'Paul Herman', 'Joey DePinto', 'Millicent Sheridan', 'Nobu Matsuhisa', 'Frankie J. Allison', 'Anthony Russell', 'John Manca', 'Ronald Maccone', 'Joseph P. Reidy', 'Joe La Due', 'Stuart Nisbet', 'Frank Adonis', 'Joseph Bono', 'Craig Vincent', 'Daniel P. Conte', 'David Rose', 'C.C. Carr', 'Clem Caserta', 'Jed Mills', 'Richard Riehle', 'Alfred Nittoli', 'Carl Ciarfalio', 'Jack Orend', 'Ffolliott Le Coque', 'Claudia Haro', 'Madeline Parquette', 'Nick Mazzola', 'Steve Schirripa']","['Universal Pictures', 'Syalis DA', 'De Fina-Cappa', 'Légende Films']",https://letterboxd.com//film/casino/
Toy Story,1995,John Lasseter,"['Comedy', 'Animation', 'Family', 'Adventure']",5,4.13,81,['USA'],English,['English'],2161838,184301,552617,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'John Morris', 'Erik von Detten', 'Laurie Metcalf', 'R. Lee Ermey', 'Sarah Freeman', 'Penn Jillette', 'Jack Angel', 'Spencer Aste', 'Greg Berg', 'Lisa Bradley', 'Kendall Cunningham', 'Debi Derryberry', 'Cody Dorkin', 'Bill Farmer', 'Craig Good', 'Gregory Grudt', 'Danielle Judovits', 'Sam Lasseter', 'Brittany Levenbrown', 'Sherry Lynn', 'Scott McAfee', 'Mickie McGowan', ""Ryan O'Donohue"", 'Jeff Pidgeon', 'Patrick Pinney', 'Phil Proctor', 'Jan Rabson', 'Joe Ranft', 'Andrew Stanton', 'Shane Sweet', 'John Lasseter', 'Jonathan Benair', 'Anthony Burch']",['Pixar'],https://letterboxd.com//film/toy-story/
Se7en,1995,David Fincher,"['Crime', 'Mystery', 'Thriller']",4.5,4.32,127,['USA'],English,['English'],1952692,277393,753647,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'Andrew Kevin Walker', 'Daniel Zacapa', 'John Cassini', 'Bob Mack', 'Peter Crombie', 'Reg E. Cathey', 'R. Lee Ermey', 'George Christy', 'Endre Hules', 'Hawthorne James', 'William Davidson', 'Bob Collins', 'Jimmy Dale Hartsell', 'Richard Roundtree', 'Charline Su', 'Dominique Jennings', 'Allan Kolman', 'Beverly Burke', 'Gene Borkan', 'Julie Araskog', 'Mario Di Donato', 'Alfonso Freeman', 'John C. McGinley', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Kevin Spacey', 'Richard Portnow', 'Tudor Sherrard', 'Mark Boone Junior', 'Pamala Tyson', 'Lennie Loftin', 'Sarah Reinhardt', 'Emily Wagner', 'Martin Serene', 'Michael Massee', 'David Correia', 'Ron Blair', 'Jennifer Mueller', 'Leland Orser', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Harris Savides', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'Shannon Wilcox', 'Richard Schiff', 'James Deeth', 'John Santin', 'Charles A. Tamburro', 'Richmond Arquette', 'Duffy Gaver', 'Charles S. Dutton', 'Arthur Max']","['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",https://letterboxd.com//film/se7en/
The Usual Suspects,1995,Bryan Singer,"['Drama', 'Crime', 'Thriller']",4,4.05,106,['USA'],English,"['English', 'Spanish', 'French', 'Hungarian']",638916,87757,170203,"['Gabriel Byrne', 'Kevin Spacey', 'Stephen Baldwin', 'Kevin Pollak', 'Benicio del Toro', 'Chazz Palminteri', 'Pete Postlethwaite', 'Giancarlo Esposito', 'Suzy Amis', 'Peter Greene', 'Dan Hedaya', 'Paul Bartel', 'Morgan Hunter', 'Castulo Guerra', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', ""Vito D'Ambrosio"", 'Smadar Hanson', 'Gene Lythgow', 'Bert Williams', 'Jack Shearer', 'Phillipe Simon', 'Christopher McQuarrie']","['Bad Hat Harry Productions', 'Blue Parrot Productions']",https://letterboxd.com//film/the-usual-suspects/
Before Sunrise,1995,Richard Linklater,"['Drama', 'Romance']",3.5,4.34,101,"['Austria', 'Switzerland', 'USA']",English,"['English', 'German', 'French']",796306,198140,336699,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Haymon Maria Buttinger', 'Erni Mangold', 'Tex Rubinowitz', 'Dominik Castell', 'Harold Waiglein', 'Karl Bruckschwaiger', 'Hanno Pöschl', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andrić', 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam', 'Adam Goldberg', 'Richard Linklater', 'Paul Poet']","['Castle Rock Entertainment', 'Filmhaus Films', 'Detour Filmproduction']",https://letterboxd.com//film/before-sunrise/
Léon: The Professional,1994,Luc Besson,"['Crime', 'Action', 'Drama']",4,4.03,111,"['USA', 'France']",English,"['English', 'French', 'Italian']",1075973,117859,349306,"['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Eric Challier', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Jernard Burks', 'Matt De Matt', 'Frank Senger', 'Stuart Rudin', 'Lucius Wyatt Cherokee', 'Maïwenn', 'Luc Bernard', 'Joseph Malerba', 'Adam Busch', 'Jessie Keosian', 'George Martin', 'Alex Dezen', 'Michael Mundra', 'Kent Broadhurst', 'Tommy Hollis', 'Peter Linari', 'Betty Miller', 'Arsène Jiroyan', 'Geoffrey Bateman', 'Peter Vizard', 'David W. Butler', 'Robert LaSardo', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Sonny Zito', 'Randy Pearlstein', 'Jeff McBride', 'Fred Fischer', 'Crystal Blake', 'Cary Wong', 'Mario Todisco', 'Samy Naceri', 'Christophe Gautier', 'Junior Almeida', 'David Gregg', 'Michel Montanary', 'Hervé Husson', 'Didier Legros', 'Marc Andréoni', 'Gilles Kleber', 'Jean-Hugues Anglade', 'Michael Wehrhahn']","['Gaumont', 'Les Films du Dauphin']",https://letterboxd.com//film/leon-the-professional/
The Shawshank Redemption,1994,Frank Darabont,"['Crime', 'Drama']",4.5,4.54,142,['USA'],English,['English'],1704648,215957,651937,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore', 'Mark Rolston', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones']",['Castle Rock Entertainment'],https://letterboxd.com//film/the-shawshank-redemption/
The Mask,1994,Chuck Russell,"['Fantasy', 'Romance', 'Crime', 'Comedy']",3.5,3.29,101,['USA'],English,"['English', 'Swedish']",811123,45015,129077,"['Jim Carrey', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Cameron Diaz', 'Orestes Matacena', 'Tim Bagley', 'Nancy Fish', 'Johnny Williams', 'Reg E. Cathey', 'Jim Doughan', 'Denis Forest', 'Joseph Alfieri', 'B.J. Barie', 'Catherine Berge', 'Philip Boardman', 'Krista Buonauro', 'Debra Casey', 'Blake Clark', 'Christopher Darga', 'Suzanne Dunn', 'Joely Fisher', 'Kevin Grevioux', 'Peter Jazwinski', 'Howard Kay', 'Robert Keith', 'Beau Lotterman', 'Scott McElroy', 'Richard Montes', 'Ivory Ocean', ""Robert O'Reilly"", 'Louis Ortiz', 'Daniel James Peterson', 'Jeremy Roberts', 'Eamonn Roche', 'Randi Ruimy', 'Ben Stein', 'Nils Allen Stewart', 'Chris Taylor', 'Bullet Valmont', 'Wendy L. Walsh', 'Meadow Williams', 'Anne Fletcher', 'Garret Sato']","['Dark Horse Entertainment', 'New Line Cinema']",https://letterboxd.com//film/the-mask-1994/
